titulo,url,categoria,fecha
Salir por la noche en Madrid es de media más caro que en cualquier otra comunidad,/programas/120-minutos/Salir-por-la-noche-en-Madrid-es-de-media-mas-caro-que-en-cualquier-otra-comunidad-2-2632856707--20240112030657.html,programas,2024/01/12
Las malas cosechas por las condiciones meteorológicas harán que el aceite se siga encareciendo,/programas/120-minutos/Las-malas-cosechas-por-las-condiciones-meteorologicas-haran-que-el-aceite-se-siga-encareciendo-2-2632856702--20240112023413.html,programas,2024/01/12
Inmobiliarias de pisos okupados se anuncian en las redes sociales como si fueran viviendas legales,/programas/120-minutos/Inmobiliarias-de-pisos-okupados-se-anuncian-en-las-redes-sociales-como-si-fueran-viviendas-legales-2-2632856697--20240112013437.html,programas,2024/01/12
Arranca la venta de panecillos de San Antón,/programas/madrid-directo/Arranca-la-venta-de-panecillos-de-San-Anton-2-2632856740--20240112083910.html,programas,2024/01/12
Refugios contra el frío para personas sin hogar,/programas/madrid-directo/La-ola-de-frio-llena-los-albergues-de-personas-en-situacion-de-calle-2-2632856737--20240112083744.html,programas,2024/01/12
Desaparece Susana Sánchez en Cuatro Vientos,/programas/madrid-directo/Se-busca-a-Susana-Sanchez-una-mujer-de-32-anos-desaparecida-en-Cuatro-Vientos-2-2632856736--20240112083506.html,programas,2024/01/12
Estas son las frutas y verduras de temporada,/programas/madrid-directo/Estas-son-las-frutas-y-verduras-de-temporada-2-2632556775--20240111090924.html,programas,2024/01/11
Lo que esconde una supuesta empresa de informática,/programas/madrid-directo/Lo-que-esconde-una-supuesta-empresa-de-informatica-en-Tetuan-2-2632256803--20240110084759.html,programas,2024/01/10
Los rituales amorosos más conocidos en España,/programas/juntos/Los-rituales-amorosos-mas-conocidos-de-Espana-2-2632556782--20240111020857.html,programas,2024/01/11
Reserva una mesa para cortar con su pareja,/programas/juntos/La-reserva-surrealista-pide-una-mesa-discreta-en-un-restaurante-para-dejar-a-su-pareja-2-2632256811--20240110105415.html,programas,2024/01/10
¿Hay peligro en el uso de cosméticos en menores?,/programas/juntos/Cosmeticorexia-Hay-peligro-en-el-uso-de-cosmeticos-en-menores-de-edad-2-2631956833--20240109110115.html,programas,2024/01/09
El comunicado de Ana Obregón sobre la fundación,/programas/juntos/Ana-Obregon-lanza-un-comunicado-sobre-su-aportacion-a-la-Fundacion-Aless-Lequio-2-2631656869--20240108105942.html,programas,2024/01/08
Los momentos más virales de las Cabalgatas 2024,/programas/juntos/Estos-son-momentos-mas-virales-de-las-Cabalgatas-de-Reyes-Magos-2024-2-2631656867--20240108105915.html,programas,2024/01/08
Malena Gracia fue expulsada del tanatorio,/programas/juntos/Malena-Gracia-fue-expulsada-del-tanatorio-por-el-hijo-de-Paco-Arevalo-2-2630456983--20240104015806.html,programas,2024/01/04
¿Cuánto a donado Ana Obregón a su fundación?,/programas/juntos/Acusan-a-Ana-Obregon-de-no-donar-todos-los-beneficios-de-su-libro-a-la-Fundacion-Aless-Lequio-2-2630157009--20240103110713.html,programas,2024/01/03
Familiares y amigos se despiden de Paco Arévalo,/programas/juntos/Familiares-amigos-y-companeros-de-profesion-se-despiden-del-humorista-Paco-Arevalo-2-2630456980--20240104110616.html,programas,2024/01/04
Bertín Osborne no quiere ser padre,/programas/juntos/Bertin-Osborne-He-decidido-que-no-voy-a-ser-padre-2-2630157012--20240103105703.html,programas,2024/01/03
Bertín Osborne y Gabriela Guillén ya son padres,/programas/juntos/Bertin-Osborne-y-Gabriela-Guillen-ya-son-padres-2-2629857036--20240102105400.html,programas,2024/01/02
¿Cómo ha sido el fin de año de los famosos?,/programas/juntos/Como-ha-sido-el-fin-de-ano-de-los-famosos-2-2629857038--20240102105352.html,programas,2024/01/02
Los días podrían durar 25 horas según un estudio,/programas/juntos/Los-dias-podrian-durar-25-horas-segun-un-estudio-2-2626257416--20231221020340.html,programas,2023/12/21
Así era el día a día en el primer campo de concentración fuera de Alemania,/programas/madrilenos-por-el-mundo/Asi-era-el-dia-a-dia-en-el-primer-campo-de-concentracion-fuera-de-Alemania-2-2630456933--20240104113000.html,programas,2024/01/04
El Museo del Ámbar el oro de Polonia,/programas/madrilenos-por-el-mundo/El-Museo-del-Ambar-el-oro-de-Polonia-2-2630456932--20240104113000.html,programas,2024/01/04
¡Navidad en Washington!,/programas/madrilenos-por-el-mundo/Navidad-en-Washington-2-2626857295--20231223113000.html,programas,2023/12/23
Disfruta Madrid 12.01.2024,/programas/disfruta-madrid/Disfruta-Madrid-12012024-2-2632856744--20240112103415.html,programas,2024/01/12
Varapalo para  la vidente de El Escorial: la Justicia sentencia que la capilla se construyó sobre un delito urbanístico,/programas/disfruta-madrid/Varapalo-para-la-vidente-de-El-Escorial-la-Justicia-sentencia-que-la-capilla-se-construyo-sobre-un-delito-urbanistico-2-2632556768--20240111100827.html,programas,2024/01/11
Disfruta Madrid 11.01.2024,/programas/disfruta-madrid/Disfruta-Madrid-11012024-2-2632556779--20240111100000.html,programas,2024/01/11
Ruta de las Villas: una paseo por la Historia y la arquitectura en Villaviciosa de Odón,/programas/disfruta-madrid/Ruta-de-las-Villas-una-paseo-por-la-Historia-y-la-arquitectura-en-Villaviciosa-de-Odon-2-2632556771--20240111092614.html,programas,2024/01/11
Viajar a la Luna de una forma diferente con la realidad virtual,/programas/disfruta-madrid/Viajar-a-la-Luna-de-una-forma-diferente-con-la-realidad-virtual-2-2632556769--20240111084711.html,programas,2024/01/11
Disfruta Madrid 10.01.2024,/programas/disfruta-madrid/Disfruta-Madrid-10012024-2-2632256806--20240110103446.html,programas,2024/01/10
El mejor postre de España tiene sello de Madrid,/programas/disfruta-madrid/El-mejor-postre-de-Espana-tiene-sello-de-Madrid-2-2632256793--20240110091951.html,programas,2024/01/10
¿Somos cada vez más tontos?,/programas/disfruta-madrid/Somos-cada-vez-mas-tontos-Este-estudio-afirma-que-si-2-2632256795--20240110090545.html,programas,2024/01/10
¿Cómo reutilizar los dulces navideños?,/programas/disfruta-madrid/Aqui-no-se-tira-nada-Como-reutilizar-los-dulces-navidenos-2-2632256798--20240110085604.html,programas,2024/01/10
¿Clase baja media o alta? Esto debes cobrar al mes para pertenecer a cada una según la OCDE,/programas/disfruta-madrid/Clase-baja-media-o-alta-Esto-debes-cobrar-al-mes-para-pertenecer-a-cada-una-segun-la-OCDE-2-2632256794--20240110084427.html,programas,2024/01/10
Disfruta Madrid 09.01.2024,/programas/disfruta-madrid/Disfruta-Madrid-09012024-2-2631956828--20240109102744.html,programas,2024/01/09
La Policía busca en España a estos criminales,/programas/disfruta-madrid/La-Policia-busca-en-Espana-a-estos-criminales-2-2631956824--20240109102258.html,programas,2024/01/09
Ruta 179 Valdemorillo,/programas/ruta-179/Ruta-179-Valdemorillo-2-2624457541--20231215080300.html,programas,2023/12/15
La fábrica que se transformó en  Casa de Cultura,/programas/ruta-179/Las-Chimeneas-La-gran-fabrica-que-se-transformo-en-una-enorme-Casa-de-Cultura-2-2630456959--20240104111900.html,programas,2024/01/04
La empresa de objetos militares únicos en el mundo,/programas/ruta-179/La-empresa-de-articulos-militares-unicos-en-el-mundo-se-encuentra-en-Valdemorillo-2-2630456961--20240104111600.html,programas,2024/01/04
Ruta 179 Valdepiélagos,/programas/ruta-179/Ruta-179-Valdepielagos-2-2621457839--20231205115800.html,programas,2023/12/05
La casa del autoaprendizaje y la creatividad,/programas/ruta-179/El-laboratorio-de-musilabus-un-espacio-para-el-autoaprendizaje-y-la-creatividad-2-2628357176--20231228105100.html,programas,2023/12/28
La maqueta de Valdepiélagos,/programas/ruta-179/La-increible-maqueta-de-Valdepielagos-hecha-con-carton-y-pistachos-2-2628057205--20231227104900.html,programas,2023/12/27
Ruta 179: Valdeolmos-Alalpardo,/programas/ruta-179/Ruta-179-Valdeolmos-Alalpardo-2-2623257697--20231211105900.html,programas,2023/12/11
La asociación que repuebla los campos de Madrid,/programas/ruta-179/Reforest-Project-la-asociacion-que-repuebla-los-campos-de-la-Comunidad-de-Madrid-2-2625957423--20231220105700.html,programas,2023/12/20
El belén viviente más grande de la Comunidad,/programas/ruta-179/El-belen-viviente-mas-grande-de-la-Comunidad-de-Madrid-2-2626257397--20231221105600.html,programas,2023/12/21
El centro más grande de sanidad animal en España,/programas/ruta-179/Asi-funciona-por-dentro-el-CISA-el-centro-mas-grande-de-sanidad-animal-en-Espana-2-2626257396--20231221123217.html,programas,2023/12/21
Ruta 179: Valdemaqueda,/programas/ruta-179/Ruta-179-Valdemaqueda-2-2618158212--20231124115800.html,programas,2023/11/24
Valdemaqueda reduce su número de gatos callejeros,/programas/ruta-179/Valdemaqueda-reduce-su-numero-de-gatos-callejeros-2-2621157898--20231204115600.html,programas,2023/12/04
Aperitoche el bar donde nacieron Los Secretos,/programas/nos-vemos-en-el-bar/Aperitoche-el-bar-donde-nacieron-Los-Secretos-2-2619658022--20231129102000.html,programas,2023/11/29
Café Central: el club de la música jazz en Madrid,/programas/nos-vemos-en-el-bar/Cafe-Central-el-club-historico-de-la-musica-jazz-en-Madrid-2-2619658023--20231129101700.html,programas,2023/11/29
Nos vemos en el bar: Música en vivo,/programas/nos-vemos-en-el-bar/Nos-vemos-en-el-bar-Musica-en-vivo-2-2613058726--20231107101000.html,programas,2023/11/07
Bar Casa Gregorio el museo al toreo de Móstoles,/programas/nos-vemos-en-el-bar/Bar-Casa-Gregorio-el-museo-al-toreo-de-Mostoles-2-2617258259--20231121104000.html,programas,2023/11/21
Bar La Tienta el corazón de las Ventas,/programas/nos-vemos-en-el-bar/Bar-La-Tienta-el-corazon-de-las-Ventas-2-2617258258--20231121103300.html,programas,2023/11/21
Nos vemos en el bar: Bares Taurinos,/programas/nos-vemos-en-el-bar/Nos-vemos-en-el-bar-Bares-Taurinos-2-2611858802--20231103103000.html,programas,2023/11/03
La Realidad una oda a los bares y los artistas,/programas/nos-vemos-en-el-bar/La-Realidad-una-oda-a-los-bares-y-los-artistas-2-2615458437--20231115104100.html,programas,2023/11/15
Estupenda bar el escenario de Twin Peaks en Malasaña,/programas/nos-vemos-en-el-bar/Estupenda-bar-el-escenario-de-Twin-Peaks-en-Malasana-2-2615458438--20231115104000.html,programas,2023/11/15
Nos vemos en el bar: Bares curiosos,/programas/nos-vemos-en-el-bar/Nos-vemos-en-el-bar-Bares-curiosos-2-2609159095--20231025103400.html,programas,2023/10/25
Bar Pintxo el punto de encuentro en  Villaviciosa de Odón,/programas/nos-vemos-en-el-bar/Bar-Pintxo-el-punto-de-encuentro-en-Villaviciosa-de-Odon-2-2613058677--20231107103400.html,programas,2023/11/07
Perretxico el bar de los pinchos vascos con un toque castizo y gourmet,/programas/nos-vemos-en-el-bar/Perretxico-el-bar-de-los-pinchos-vascos-con-un-toque-castizo-y-gourmet-2-2613058678--20231107103300.html,programas,2023/11/07
Nos vemos en el bar: Bares de pinchos,/programas/nos-vemos-en-el-bar/Nos-vemos-en-el-bar-Bares-de-pinchos-2-2608559208--20231023103000.html,programas,2023/10/23
Marta Hazas invitada de Minerva Piquero en “La vida es bella” en Onda Madrid,/corporativo/sala-de-prensa/Marta-Hazas-invitada-de-Minerva-Piquero-en-La-vida-es-bella-en-Onda-Madrid-0-2632536744--20240111114158.html,corporativo,2024/01/11
Telemadrid cierra su programación navideña con ‘Madrid Directo Especial Cabalgata de Reyes’ y la retransmisión de la Pascua Militar,/corporativo/sala-de-prensa/Telemadrid-cierra-su-programacion-navidena-con-Madrid-Directo-Especial-Cabalgata-de-Reyes-y-la-retransmision-de-la-Pascua-Militar-0-2630436957--20240104124817.html,corporativo,2024/01/04
Los informativos de Telemadrid cierran 2023 con el mejor dato de audiencia de los últimos 13 años,/corporativo/sala-de-prensa/Los-informativos-de-Telemadrid-cierran-2023-con-el-mejor-dato-de-audiencia-de-los-ultimos-13-anos-0-2629837004--20240102112551.html,corporativo,2024/01/02
Telemadrid despedirá el año con  la San Silvestre Vallecana el mensaje de Ayuso y las Campanadas,/noticias/madrid/Telemadrid-despedira-el-ano-con-la-San-Silvestre-Vallecana-el-mensaje-de-Ayuso-y-las-Campanadas-0-2629237051--20231231084231.html,noticias,2023/12/31
Vuelve a Telemadrid el ‘Show de los Inocentes’ de Bertín Osborne,/corporativo/sala-de-prensa/Vuelve-a-Telemadrid-el-Show-de-los-Inocentes-de-Bertin-Osborne-0-2627737222--20231226125054.html,corporativo,2023/12/26
Paco Roncero enfrenta a Natalia Rodríguez Anthony Blake y Fabiola Martínez para hacer la mejor receta con unos langostinos sobrantes,/corporativo/sala-de-prensa/Paco-Roncero-enfrenta-a-Natalia-Rodriguez-Anthony-Blake-y-Fabiola-Martinez-para-hacer-la-mejor-receta-con-unos-langostinos-sobrantes-0-2626537345--20231222121118.html,corporativo,2023/12/22
Conchita y Pablo Cebrián acompañarán este viernes a Minerva Piquero en ‘La vida es bella’,/corporativo/sala-de-prensa/Conchita-y-Pablo-Cebrian-acompanaran-este-viernes-a-Minerva-Piquero-en-La-vida-es-bella-0-2626237369--20231221121301.html,corporativo,2023/12/21
Telemadrid da un like a la magia y a la ilusión,/corporativo/sala-de-prensa/Telemadrid-da-un-like-a-la-magia-y-a-la-ilusion-0-2625637416--20231219100501.html,corporativo,2023/12/19
TeleMadrid recibe el premio de la Unión de Federaciones Deportivas Madrileñas por su apoyo al deporte madrileño,/corporativo/sala-de-prensa/TeleMadrid-recibe-el-premio-de-la-Union-de-Federaciones-Deportivas-Madrilenas-por-su-apoyo-al-deporte-madrileno-0-2624437551--20231215121756.html,corporativo,2023/12/15
Madrid Directo pone el árbol de Navidad de Telemadrid: un abeto de 14 metros que plantó el equipo del programa hace 25 años,/corporativo/sala-de-prensa/Madrid-Directo-pone-el-arbol-de-Navidad-de-Telemadrid-un-abeto-de-14-metros-que-planto-el-equipo-del-programa-hace-25-anos-0-2624437539--20231215094754.html,corporativo,2023/12/15
TeleMadrid y la televisión de Beijing firman un convenio de colaboración para dar a conocer la cultura y potencial turístico de ambas regiones,/corporativo/sala-de-prensa/TeleMadrid-y-la-television-de-Beijing-firman-un-convenio-de-colaboracion-para-dar-a-conocer-la-cultura-y-potencial-turistico-de-ambas-regiones-0-2624137602--20231214023024.html,corporativo,2023/12/14
Sergio Dalma será el invitado de Minerva Piquero en ‘La vida es bella’ de Onda Madrid,/corporativo/sala-de-prensa/Sergio-Dalma-sera-el-invitado-de-Minerva-Piquero-en-La-vida-es-bella-de-Onda-Madrid-0-2624137570--20231214094249.html,corporativo,2023/12/14
